,date,tic,close,high,low,open,volume,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,vix,turbulence
0,2020-07-01,HD,220.004150390625,221.93689592875316,218.92252500824324,221.3340163334128,3677300.0,2.0,2.1085342989013895,229.15041044440616,211.34910890373837,55.50966492185539,24.031238080571505,8.960743846831413,219.01018829345702,205.20634943644205,28.6200008392334,53.0680382045823
0,2020-07-01,HON,130.24783325195312,132.3898548155087,129.21749219455677,131.25106115976183,2609500.0,2.0,-0.2972565070502071,146.38892682728357,121.03082567515781,49.99254176620913,-33.60399024314508,2.4810683611100512,132.75530370076498,127.12898394266765,28.6200008392334,53.0680382045823
0,2020-07-01,IBM,90.75141906738281,92.81081891732181,90.6212731201439,92.07586883173802,4869967.0,2.0,-0.9691992958842093,102.9528166546293,86.00059444766562,47.48971859339921,-74.89023102559409,4.811066010551659,94.51498413085938,93.17172826131186,28.6200008392334,53.0680382045823
0,2020-07-01,INTC,52.4257698059082,53.513328072827676,52.3811949305497,53.40635585325547,14748100.0,2.0,-0.5142137662705792,57.47119034618601,50.36044303088918,48.71405836867457,-79.49739306018175,8.20255143822639,54.47935676574707,53.49654661814372,28.6200008392334,53.0680382045823
0,2020-07-01,JNJ,121.8023452758789,122.67867876618664,121.52468719609867,122.07131826599979,6174800.0,2.0,-1.4462050939249735,129.14117136242962,118.84957875964072,46.81576940265714,-95.67407560491468,14.34214472012479,125.06312713623046,126.57253672281901,28.6200008392334,53.0680382045823
0,2020-07-01,JPM,81.15140533447266,83.28330208399872,80.95126491822495,82.56976867112554,18755700.0,2.0,-0.9634111005340458,98.12804055131011,76.30048499190278,46.828950654593434,-79.54104732118485,2.27690418677953,86.19486643473307,83.03153559366862,28.6200008392334,53.0680382045823
0,2020-07-01,KO,38.513267517089844,39.123360887535405,38.41874536264186,38.60778967153783,14316500.0,2.0,-0.3826829158836489,42.464107903206305,36.93912047508959,46.685845801520585,-73.25856483916981,10.448988056215617,39.65174306233724,39.39650637308757,28.6200008392334,53.0680382045823
0,2020-07-01,MCD,164.7164306640625,166.30418675470276,163.8779499758066,164.97510421578482,2193800.0,2.0,-0.6536891600819956,179.40682890947375,158.1699319547841,49.65615676560336,-53.96039270129302,2.061769877315811,167.89209747314453,164.06708501180012,28.6200008392334,53.0680382045823
0,2020-07-01,MMM,107.14508819580078,108.77884529268347,107.06237316494611,107.77240150584917,1944218.0,2.0,0.33518613580137924,115.83547096210636,102.65901069682918,51.65536535379753,-12.034086750641599,8.188292697677133,108.18070983886719,104.08553110758463,28.6200008392334,53.0680382045823
0,2020-07-01,MRK,63.80613327026367,64.47588311729247,62.98936054494244,63.242564073443944,9948769.0,2.0,-0.3603289714487019,67.4237789474305,59.584970442217944,50.13725063798586,7.3358487125125285,11.047848915348144,63.58957112630208,64.14787063598632,28.6200008392334,53.0680382045823
0,2020-07-01,MSFT,196.12013244628906,197.70098256301688,193.31294846872325,194.6255211499115,32061200.0,2.0,4.8375673078547266,198.3754575178298,174.41471429613503,61.18488345031905,140.80527829131236,33.02167336525515,182.82573496500652,175.6427889506022,28.6200008392334,53.0680382045823
0,2020-07-01,NKE,91.36859893798828,92.60685890539307,91.09655605372377,92.40048105133368,5733800.0,2.0,0.5874531964292515,98.45047234127131,87.55590735843572,52.34781428972757,-24.49683504619389,9.906604668937142,92.56610921223958,87.26370671590169,28.6200008392334,53.0680382045823
0,2020-07-01,PG,106.07865142822266,106.44114371880816,105.12378282868221,105.78688489857034,6501200.0,2.0,0.561297302334097,106.57429626235117,101.73348419419179,53.508503316255286,114.29373819509934,1.907377534345579,103.30541203816732,103.16858444213867,28.6200008392334,53.0680382045823
0,2020-07-01,TRV,101.15899658203125,103.21814498013507,100.88923651369909,102.47181473666181,930500.0,2.0,1.4512750996525057,112.83014690892391,96.40810077174017,51.849244911214846,11.138552787412886,0.19536057895506845,101.1332405090332,94.96903597513834,28.6200008392334,53.0680382045823
0,2020-07-01,UNH,275.88360595703125,278.3576746968849,273.5762943706685,274.122998804862,2303800.0,2.0,0.3656351000477116,287.88308441227406,257.78976104671034,53.23659057112925,24.554945479695963,5.4331696324149945,273.84559020996096,267.6520851135254,28.6200008392334,53.0680382045823
0,2020-07-01,V,187.01377868652344,188.52896603360395,185.9328904612415,187.08134156360236,6394100.0,2.0,1.0090796860120577,194.0116894343229,180.8053500554232,53.31962023159926,-7.450946544484015,6.396354059565522,187.2981750488281,177.9664108276367,28.6200008392334,53.0680382045823
0,2020-07-01,VZ,40.97863006591797,41.47334465925217,40.91117210430782,41.29344818355269,12831600.0,2.0,-0.3623032689681409,44.19075732585462,39.848037763867055,47.04128296465743,-54.92786904863182,7.768086206692984,41.85187060038249,42.19802761077881,28.6200008392334,53.0680382045823
0,2020-07-01,WBA,31.708957672119137,33.174953491122096,31.60812111980771,32.694045482946265,7063200.0,2.0,-0.15439209743907867,35.86794795140592,30.544007119089688,46.457044609226855,-57.85515531928546,9.320851642055734,32.99267031351725,32.77901134490967,28.6200008392334,53.0680382045823
0,2020-07-01,WMT,37.14975357055664,37.22113917262041,36.83005817609252,37.07525992242601,19733700.0,2.0,-0.26660820180099876,38.06183483552972,36.413349795817936,48.04068151932897,-68.20694136319283,3.55769753976158,37.656609598795576,38.3006015141805,28.6200008392334,53.0680382045823
1,2020-07-02,AAPL,88.4850082397461,90.03060182197771,88.37079725072775,89.39389780709443,114041600.0,3.0,2.887125056182086,91.0359513589407,80.12912737641086,62.807147075668475,104.48485740511646,33.40918818793253,82.97200876871744,76.91720593770346,27.68000030517578,6.839017483852067
1,2020-07-02,AMGN,221.00656127929688,223.76229789645234,216.4108201090037,216.4108201090037,3338000.0,3.0,4.620834287819349,216.02667640153524,180.47917229231243,62.242854349402606,310.0725390827123,51.84277918640361,196.2055221557617,197.04017435709636,27.68000030517578,6.839017483852067
1,2020-07-02,AXP,88.75746154785156,91.54259882996773,88.30581436594885,91.05331378468243,4239700.0,3.0,-0.5512488461425704,105.70738060984708,83.64095084156894,48.67229425594627,-63.46962685107933,0.6771401321084173,93.57677815755208,87.26944872538249,27.68000030517578,6.839017483852067
1,2020-07-02,BA,180.80999755859375,187.7899932861328,180.42999267578125,185.5800018310547,41792300.0,3.0,4.838368081560162,220.74713127503458,160.55787055602013,51.02235900103646,17.93794948183391,15.936440150233683,178.05533447265626,156.26800079345702,27.68000030517578,6.839017483852067
1,2020-07-02,CAT,115.32344055175781,117.68913776640747,114.8448836919663,115.80199741154932,2527500.0,3.0,1.26995854524354,123.15301359429094,106.90696336493758,53.81242404605669,50.30106824692348,16.8920236544193,113.01793721516927,107.31994984944662,27.68000030517578,6.839017483852067
1,2020-07-02,CRM,190.85760498046875,193.6927624634338,190.61968427253814,191.48213738488346,4200300.0,3.0,4.398909995238,194.21881374311218,168.82004276323548,58.35379303051322,156.16205809479348,33.30449103285243,179.1415980021159,170.24769694010416,27.68000030517578,6.839017483852067
1,2020-07-02,CSCO,39.48444747924805,39.994985053043614,39.35464850419364,39.865186077989215,19632000.0,3.0,0.23477480513522409,41.517084090537544,37.561746628456596,52.99855364461277,7.005213221403892,11.272610482426575,39.545576095581055,37.99789619445801,27.68000030517578,6.839017483852067
1,2020-07-02,CVX,70.92356872558594,72.56996818599286,70.8031055535802,71.77488061413948,5832800.0,3.0,-0.9451932894277775,81.89821372591338,66.15382866300264,48.344845816915964,-82.01315711160034,8.373869734190235,74.32853139241537,72.28947868347169,27.68000030517578,6.839017483852067
1,2020-07-02,DIS,110.81108093261719,113.69544670674675,110.63327715003145,113.59666850226444,10312000.0,3.0,-1.0094278052836216,124.80850142423597,104.89878006990466,48.678799945772454,-80.83983597083618,2.513044625386976,115.94169896443685,110.20012817382812,27.68000030517578,6.839017483852067
1,2020-07-02,GS,175.08311462402344,180.05001705985234,174.84364897615353,179.60654411142906,2699400.0,3.0,0.3427030215162006,196.362153578569,165.72374882621614,50.90714292498958,-28.57143507576529,9.040620918173085,179.4381123860677,168.74891204833983,27.68000030517578,6.839017483852067
1,2020-07-02,HD,220.3144989013672,223.68349595638404,219.80028235098212,223.36432752952774,3369800.0,3.0,2.0407636929310513,229.12787672819468,211.33175004182488,55.64499817180359,37.28864083083943,12.748379014195576,219.35665791829427,206.0537902832031,27.68000030517578,6.839017483852067
1,2020-07-02,HON,131.0703125,132.9954152266417,130.6455214018202,131.57644305331468,2758500.0,3.0,-0.21783765290919632,145.4767455932682,120.95876008300135,50.462149546665565,-25.06176934402123,0.5938129379888526,133.02614466349283,127.29121475219726,27.68000030517578,6.839017483852067
1,2020-07-02,IBM,91.63947296142578,92.95626723857544,91.30262216352922,91.63181767803475,3919362.0,3.0,-0.9458973124496168,102.45001784747228,85.79982727581873,48.33884585609276,-59.948763616207316,4.0650950947047715,94.47211151123047,93.25187225341797,27.68000030517578,6.839017483852067
1,2020-07-02,INTC,52.71103286743164,53.31721446371969,52.56840210363361,52.76451727848987,15578600.0,3.0,-0.4964325646096768,57.17786470581092,50.31145490478478,49.21184711900571,-70.46631872062508,8.202551438226402,54.361389287312825,53.51226634979248,27.68000030517578,6.839017483852067
1,2020-07-02,JNJ,122.31430053710938,123.06916216233479,121.75899744417353,122.55724481280193,5152200.0,3.0,-1.3597780721995747,128.6947723398532,118.79620437523471,47.4662345256218,-77.83321539440965,11.71250971271379,124.89846598307291,126.63669306437174,27.68000030517578,6.839017483852067
1,2020-07-02,JPM,81.4150161743164,83.43588987507077,80.77360420838578,83.2425874551051,27845600.0,3.0,-1.0717650986592133,97.54973216850202,75.7582802216347,47.03267636883332,-80.90834138901026,2.9697631520601284,86.25963414510092,83.0739262898763,27.68000030517578,6.839017483852067
1,2020-07-02,KO,38.564823150634766,39.03743061064869,38.49607857859992,38.91713088750932,15111900.0,3.0,-0.3764958247010881,42.345190944440326,36.83388658546691,46.82845885430629,-71.14980373487145,10.44898805621562,39.634647623697916,39.37915935516357,27.68000030517578,6.839017483852067
1,2020-07-02,MCD,163.69955444335938,166.8037051451934,163.11083221742763,166.8037051451934,2690200.0,3.0,-0.74354752785095,179.0652285830421,157.64451415377428,48.95295011208175,-64.59065491491184,4.658964495564558,167.9111073811849,164.20226720174153,27.68000030517578,6.839017483852067
1,2020-07-02,MMM,108.25492858886719,109.52331783244493,107.85510367674917,108.65474092075388,2371429.0,3.0,0.366974381641171,115.52281909339445,102.59183163292391,52.64227695634371,5.3300381151888265,11.351127035827709,108.38360748291015,104.24477132161458,27.68000030517578,6.839017483852067
1,2020-07-02,MRK,64.34519958496094,64.77809193646964,63.887811039469874,64.17368051304602,6827825.0,3.0,-0.21865391890092667,67.16979738675184,59.66523374117785,51.015340492508784,30.933458556517117,13.45737119492545,63.657536061604816,64.15929896036783,27.68000030517578,6.839017483852067
1,2020-07-02,MSFT,197.61480712890625,199.30104779428865,196.40762406828802,197.05911551138084,29315800.0,3.0,5.085152704030548,199.28735344607944,175.7389954308737,61.850217390875905,146.77785396625347,36.17082836441401,183.4836217244466,176.3329963684082,27.68000030517578,6.839017483852067
1,2020-07-02,NKE,92.33480834960938,93.4886448210075,91.95019380682636,92.66313347335651,5354900.0,3.0,0.5704416264016885,98.24029372260087,87.4987352080632,53.155467757524775,-3.4713231615754756,5.561989107099388,92.74469604492188,87.49008611043294,27.68000030517578,6.839017483852067
1,2020-07-02,PG,106.87437438964844,108.36856662778703,106.56492808911119,106.98047315501412,6150900.0,3.0,0.7229259224136086,106.95947503969658,101.77534170224676,54.41336523276696,169.16611759528533,15.053781687383239,103.52939351399739,103.29909896850586,27.68000030517578,6.839017483852067
1,2020-07-02,TRV,101.123046875,104.30618471452217,100.87127442333465,103.44296194011892,1040300.0,3.0,1.2425254161150008,112.7523236652861,96.0582331279268,51.821126466571705,9.357664938911594,4.016355230253903,101.6594009399414,95.15410804748535,27.68000030517578,6.839017483852067
1,2020-07-02,UNH,276.3746643066406,280.8409669562914,275.3738953437295,278.45029137297786,1971700.0,3.0,0.7016008431011755,288.00403745197974,257.8039367911843,53.39563884435199,38.261595105631,9.374083476230528,274.2009511311849,268.44409637451173,27.68000030517578,6.839017483852067
1,2020-07-02,V,188.8378143310547,191.009251374142,188.1912104008998,189.1562935311608,6299300.0,3.0,1.1305542575792629,194.13463022268422,180.87832143747204,54.25162752324486,59.07358764753667,12.950078529815363,187.3564020792643,178.40651830037436,27.68000030517578,6.839017483852067
1,2020-07-02,VZ,41.068572998046875,41.5333014332969,41.03109540573521,41.26345819368172,15814500.0,3.0,-0.3539343747080821,44.09872513892806,39.75792540428483,47.35313025821345,-50.03833488428831,6.604404926747989,41.8651128133138,42.17824261983235,27.68000030517578,6.839017483852067
1,2020-07-02,WBA,32.56217575073242,32.83365827016875,32.00370013031968,32.04248546088579,7901100.0,3.0,-0.15010770611628033,35.746170688412576,30.493587421633805,48.34874775506173,-41.59277571060337,9.320851642055725,33.04024416605632,32.77448476155599,27.68000030517578,6.839017483852067
1,2020-07-02,WMT,37.00077438354492,37.519111282075464,36.892138391983046,37.27390950554173,17695800.0,3.0,-0.2619488676297834,37.96072065272918,36.42445238193879,47.39460056285263,-55.85967341291467,3.5629444552516008,37.59204991658529,38.288984235127764,27.68000030517578,6.839017483852067
2,2020-07-06,AAPL,90.85198974609375,91.32101120370358,89.88477853460296,89.91637196000724,118655600.0,0.0,2.9804593230246184,91.4971466709988,80.69710915785862,65.03523117888605,124.29012744054263,39.106228133486695,83.43374150594076,77.35665512084961,27.940000534057617,21.869984048991586
2,2020-07-06,AMGN,219.30348205566406,226.7662201287561,217.29230343574974,222.53847481455563,3460400.0,0.0,5.462432100247895,219.47294169584057,179.649998367636,61.23772046124258,259.1438165069619,54.800187114228926,197.1032750447591,197.58980458577474,27.940000534057617,21.869984048991586
2,2020-07-06,AXP,90.87452697753906,92.11654753669664,90.17823739504662,90.80866252283704,4059600.0,0.0,-0.5149688617489119,104.54027009677817,83.61738066005778,50.023346052008115,-45.402839794857464,1.3813212538010666,93.80121231079102,87.3465404510498,27.940000534057617,21.869984048991586
2,2020-07-06,BA,187.91000366210938,189.36000061035156,181.60000610351562,184.52000427246094,49471700.0,0.0,4.875746186034149,219.06925866545652,160.483744264231,52.42592942299585,26.1590556108504,17.29536582136299,179.6856679280599,156.9520009358724,27.940000534057617,21.869984048991586
2,2020-07-06,CAT,116.86746215820312,117.83361411330198,115.72976325779403,117.49953088063931,2491900.0,0.0,1.4329828285159891,122.26800927716296,107.27819433611829,54.78058293504406,60.70690503002652,17.305764155073664,113.48054326375326,107.36794115702311,27.940000534057617,21.869984048991586
2,2020-07-06,CRM,196.00250244140625,197.71747052615808,192.15620129928138,192.75099543767462,5794200.0,0.0,4.9496335476803495,196.18922139085677,169.2129224690065,60.33516586975709,176.2857428062334,39.21970060918213,179.88376108805338,171.01761678059896,27.940000534057617,21.869984048991586
2,2020-07-06,CSCO,40.168052673339844,40.228627959179875,39.69212852004411,39.865192748767726,16152900.0,0.0,0.276475900710615,41.36438095840509,37.624787971648615,54.61329086869655,43.68234573816972,14.224725770154706,39.606982167561846,38.070096015930176,27.940000534057617,21.869984048991586
2,2020-07-06,CVX,71.13239288330078,72.48163576648453,70.53005241986739,71.87929530305114,6747500.0,0.0,-0.9358670619129015,80.78622278776143,66.28280034456279,48.54311638872541,-78.98115369292918,9.736914076934415,74.23563741048177,72.3407979329427,27.940000534057617,21.869984048991586
2,2020-07-06,DIS,113.03363037109375,113.13240858075322,111.52230190805044,112.44095357684265,11933400.0,0.0,-0.8608221540274457,123.48815369233188,105.19280715361538,50.2566085671016,-60.586800683644796,2.5130446253869714,115.8297487894694,110.42007776896159,27.940000534057617,21.869984048991586
2,2020-07-06,GS,183.9171142578125,184.29849452328753,178.3914447329529,178.57769580511285,3567700.0,0.0,0.8814824867324944,194.8558135299875,166.2934784622,53.95264164534166,23.16184472729013,15.940502061269743,180.27712809244792,169.21454849243165,27.940000534057617,21.869984048991586
2,2020-07-06,HD,221.2454071044922,222.97423044005785,219.02008902939372,221.8837439557931,3133800.0,0.0,2.0386709814607684,228.48818698669515,211.49712185119546,56.059743848262855,29.507556546336033,10.552142712364702,219.655132039388,206.87958424886068,27.940000534057617,21.869984048991586
2,2020-07-06,HON,133.05870056152344,134.03481548512522,132.07355251686937,133.08581371570477,2336700.0,0.0,0.005485427498399531,143.301424569703,121.85519621887126,51.59887456240632,-6.237205835138734,2.694062971844692,133.31325505574543,127.42662239074707,27.940000534057617,21.869984048991586
2,2020-07-06,IBM,92.01461791992188,93.28547454784528,91.45574550433186,92.8261330480506,4231488.0,0.0,-0.8869352226142837,101.35997276021658,85.98113441751781,48.70135368678709,-53.93122701960275,2.303405855196551,94.49941685994466,93.28349914550782,27.940000534057617,21.869984048991586
2,2020-07-06,INTC,53.07651901245117,53.14783268680225,52.238560384875164,52.34553599727974,20536700.0,0.0,-0.4476884826275267,56.52125753923242,50.540169386426754,49.85691648379211,-68.31930266749794,11.346394373973064,54.28888511657715,53.525508626302084,27.940000534057617,21.869984048991586
2,2020-07-06,JNJ,124.05826568603516,124.7437258405236,123.10384576335355,123.35546183002896,6156400.0,0.0,-1.1374488202531268,128.1292925684771,118.98685428210884,49.63685083077422,-27.899617726288003,1.0582405893818154,124.81979827880859,126.64690539042155,27.940000534057617,21.869984048991586
2,2020-07-06,JPM,83.47100830078125,83.64673405790603,82.13547511751224,82.97018251911688,18625300.0,0.0,-0.9804332170317593,95.8553321090546,76.12095802156064,48.6209954123912,-63.7472466771393,2.051848240465893,86.42658106486003,83.09750353495279,27.940000534057617,21.869984048991586
2,2020-07-06,KO,38.86558151245117,38.89995380647583,38.332824066758555,38.78824548985689,15146000.0,0.0,-0.3433657178496077,42.008230273012245,36.87713998150436,47.67316577590621,-71.21655514970935,12.552342395418087,39.648014577229816,39.348232650756835,27.940000534057617,21.869984048991586
2,2020-07-06,MCD,168.1416778564453,168.33791856933385,164.25256476318464,165.91168212890625,3171500.0,0.0,-0.45111848357362305,178.0787632274314,157.85850789073265,52.023287749781446,-22.08590382950223,0.9562549601968876,168.0492421468099,164.383425394694,27.940000534057617,21.869984048991586
2,2020-07-06,MMM,108.9856185913086,110.26780825955008,108.26181503205903,109.5164162549119,2511002.0,0.0,0.44598631938403344,114.47154158871267,103.00132370669748,53.29168854557125,16.126248029745796,14.499744673425797,108.66600901285807,104.36624794006347,27.940000534057617,21.869984048991586
2,2020-07-06,MRK,64.99861907958984,65.3580032719185,64.44321961345649,64.72091934652317,8058282.0,0.0,-0.053038531505329445,66.85118655495027,59.81793575950285,52.07364414751271,53.689626403796325,18.012893832892203,63.75646629333496,64.14029095967611,27.940000534057617,21.869984048991586
2,2020-07-06,MSFT,201.86863708496094,202.28062150330317,199.3680330335427,200.0770216548245,31897600.0,0.0,5.560516270702237,201.39290122219134,175.88494759372665,63.682977898705786,163.59126709245436,41.63348206367904,184.35452168782552,177.06798578898113,27.940000534057617,21.869984048991586
2,2020-07-06,NKE,93.76068878173828,93.83573657576045,92.90704338482871,93.45112915606207,4995000.0,0.0,0.6643581615482077,97.87737245256744,87.60274839704192,54.33698992806326,20.911009286503585,3.8348960838690083,92.92995223999023,87.72245165506999,27.940000534057617,21.869984048991586
2,2020-07-06,PG,107.5374755859375,108.22710743684317,106.87437348521631,107.66125410510492,6023300.0,0.0,0.8942165216395352,107.46819031358982,101.5583897340176,55.16561349318254,176.8234052721998,15.053781687383244,103.824400583903,103.40655848185222,27.940000534057617,21.869984048991586
2,2020-07-06,TRV,103.02032470703125,104.64785841307949,101.9053296568276,103.64076876526343,1329600.0,0.0,1.2161650590198292,111.74895165165252,96.25555350581818,53.206581595733844,20.93570123300485,5.351886004710096,102.14072392781576,95.30887133280436,27.940000534057617,21.869984048991586
2,2020-07-06,UNH,280.5907897949219,281.2208868309859,277.36613063894447,280.7668504782777,2395000.0,0.0,1.293155514437899,286.4629044292278,258.6313185932331,54.762196582787794,57.68363431286853,9.987546767505496,274.7300649007162,269.0020563761393,27.940000534057617,21.869984048991586
2,2020-07-06,V,190.85484313964844,192.22525947925487,188.84746837112615,191.790974996267,7292200.0,0.0,1.3737454165288057,193.79769672897277,181.03671489212098,55.27316690845427,92.02264557232573,16.031220936560025,187.58609263102213,178.7782755533854,27.940000534057617,21.869984048991586
2,2020-07-06,VZ,41.405879974365234,41.54829597895912,41.158522700781056,41.48832953953609,11231100.0,0.0,-0.31643642953070383,43.91948508820781,39.74977493681661,48.52897208376613,-40.85505378961015,6.29755508598267,41.896844482421876,42.15394426981608,27.940000534057617,21.869984048991586
2,2020-07-06,WBA,33.47745895385742,33.98163873790486,33.06636042646552,33.08187396924144,8235600.0,0.0,-0.07202631544466698,35.48520920300293,30.584680056335447,50.2974609352475,27.036412378854298,4.232914544761524,33.12841084798177,32.78163369496664,27.940000534057617,21.869984048991586
2,2020-07-06,WMT,36.90144348144531,37.20561992616586,36.693485028814244,37.183892022385166,21695100.0,0.0,-0.2632370525049552,37.88586303311674,36.41643684786471,46.959009714565916,-75.59727825966567,1.2748622925416164,37.52893854777018,38.2764840443929,27.940000534057617,21.869984048991586
3,2020-07-07,AAPL,90.57011413574219,92.01120488127154,90.45832825923631,91.23112145924068,112424400.0,1.0,2.9971333087789134,91.77227491407177,81.37534090013722,64.55878556722138,121.43296426595055,41.945942724569846,83.86955261230469,77.78365071614583,29.43000030517578,61.11917095906347
3,2020-07-07,AMGN,216.6504364013672,221.57995905389024,215.7432709295496,217.0355651526605,2365900.0,1.0,5.847914697673957,221.79675682830413,179.67112494659824,59.684513937874875,193.76225238795584,49.73146555328241,197.8655237833659,198.10910161336264,29.43000030517578,61.11917095906347
3,2020-07-07,AXP,87.51542663574219,89.87714295736293,87.15787058070318,89.80187442144333,5564200.0,1.0,-0.7486382019627627,102.20813644187149,84.0538737509996,47.95160602219941,-96.95907773603918,9.076437133561065,93.92928771972656,87.32487246195475,29.43000030517578,61.11917095906347
3,2020-07-07,BA,178.8800048828125,185.07000732421875,178.64999389648438,185.07000732421875,37105300.0,1.0,4.129125183657806,209.6871882479388,164.70381517002997,50.52107769363701,-0.642133025955709,13.606630984693997,181.06400146484376,157.4026677449544,29.43000030517578,61.11917095906347
3,2020-07-07,CAT,114.85391235351562,116.25347146456429,114.49274203094518,115.34150055564453,2018100.0,1.0,1.3837530622898129,120.2902295485697,108.30608163917444,53.27408100062365,26.080544884914268,12.193681993356078,113.92388661702473,107.41771494547525,29.43000030517578,61.11917095906347
3,2020-07-07,CRM,194.6741485595703,198.48078874168465,194.50562708094083,195.9430286202751,5431500.0,1.0,5.2187404822659005,197.6700230757155,169.69789532028057,59.57809301801645,162.4789720625884,40.29327400604019,180.49606170654297,171.7087272644043,29.43000030517578,61.11917095906347
3,2020-07-07,CSCO,39.48444747924805,40.055557027822324,39.423875504469336,39.90845130269899,17102800.0,1.0,0.25146436864742583,41.063234011663624,37.74215653704243,52.73896335490673,2.5729903214028966,9.743368138411993,39.638160705566406,38.13862934112549,29.43000030517578,61.11917095906347
3,2020-07-07,CVX,69.31733703613281,70.73886392965726,69.18884092632109,70.53005085797379,5898000.0,1.0,-1.0626858166321682,78.84331120223843,66.86603099136508,46.92366097377866,-117.38276335692598,16.27652181665804,74.12935841878256,72.38389650980632,29.43000030517578,61.11917095906347
3,2020-07-07,DIS,112.24337768554688,113.6756879503309,111.23582799608978,112.24337768554688,10836500.0,1.0,-0.7976233861749051,121.1092699308884,106.22334801955104,49.694649144659,-59.94320605412963,0.40464916490841735,115.68520075480143,110.57038739522298,29.43000030517578,61.11917095906347
3,2020-07-07,GS,176.82154846191406,182.45366076392384,176.67076927162228,182.2673961560802,2853500.0,1.0,0.727529725200867,192.03332897194252,167.21346973411215,51.30793468398176,-29.504656243292068,12.253911162071264,180.8846206665039,169.45468393961588,29.43000030517578,61.11917095906347
3,2020-07-07,HD,219.294921875,222.33587581600165,219.04668128912627,219.31264368249288,2927800.0,1.0,1.8582044116432428,227.2698515498394,211.88030256393014,54.94612794494104,7.043273897759684,10.552142712364699,219.85921427408854,207.5743095397949,29.43000030517578,61.11917095906347
3,2020-07-07,HON,131.02511596679688,132.0464239585665,130.38340588030786,131.95603759448989,2622000.0,1.0,0.018167868380885466,139.9777701997179,123.55651477342661,50.37587798583674,-43.86165758384842,2.826667029979921,133.4876907348633,127.46563301086425,29.43000030517578,61.11917095906347
3,2020-07-07,IBM,90.01644897460938,91.49401021150577,89.82505468379276,91.10356634700494,4474893.0,1.0,-0.9900304216843097,99.11954846779742,86.83050493796429,46.888446866176324,-95.49077546081202,10.340284761016129,94.47874577840169,93.25399729410807,29.43000030517578,61.11917095906347
3,2020-07-07,INTC,51.980045318603516,53.10326206208074,51.828498232239674,52.65754053837646,15996500.0,1.0,-0.4918647987304752,55.94063494461497,50.64297787887136,47.96618551759632,-86.86645543582344,15.205661883161655,54.17151171366374,53.54766025543213,29.43000030517578,61.11917095906347
