date_idx,date,tic,close,high,low,open,volume,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,vix,turbulence
0,2020-07-01,CL=F,39.81999969482422,40.58000183105469,39.04999923706055,39.84000015258789,407170,2.0,2.0022662974552006,41.09810146523867,36.21989780233946,55.559259174315144,90.79314577987263,11.331470554762129,37.32466646830241,28.398333247502645,28.6200008392334,13.915527537461495
0,2020-07-01,ES=F,3103.0,3117.75,3062.75,3085.25,1537321,2.0,20.15583697966713,3232.853476849502,2981.9725241270608,54.020623283902694,25.302042268619797,0.8125458038095689,3078.850333658854,2956.162666829427,28.6200008392334,13.915527537461495
0,2020-07-01,NG=F,1.6710000038146973,1.7580000162124634,1.6549999713897705,1.753999948501587,173543,2.0,-0.03433276295473764,1.8784582788773254,1.493341714637689,47.87917490775523,-24.03293621221203,6.2413054832705805,1.716433330376943,1.7621333380540212,28.6200008392334,13.915527537461495
0,2020-07-01,YM=F,25575.0,25893.0,25381.0,25653.0,218368,2.0,103.25452690837847,27473.510532784316,24649.911537528187,51.627216602628636,-12.99835667521682,7.14950824087879,25777.207356770832,24726.63701171875,28.6200008392334,13.915527537461495
0,2020-07-01,ZS=F,893.75,898.5,883.25,883.75,4084,2.0,7.379326681612383,885.8789538350496,856.4960461649504,60.719836041473215,171.17117117117144,24.427928975971504,862.35,851.5875,28.6200008392334,13.915527537461495
0,2020-07-01,ZT=F,110.37890625,110.41796875,110.37109375,110.4140625,256051,2.0,0.02618206149114144,110.33112767023268,110.12668482976731,65.15904686676069,323.4489051095034,49.13026921586852,110.23567708333333,110.22057291666667,28.6200008392334,13.915527537461495
0,2020-07-01,ZW=F,498.75,498.75,489.75,489.75,718,2.0,-6.962342706189702,521.384869073868,469.01513092613203,46.801363675254315,-28.32932844315184,17.55580060407827,500.80833333333334,515.2125,28.6200008392334,13.915527537461495
1,2020-07-02,CL=F,40.650001525878906,40.7400016784668,39.459999084472656,39.779998779296875,347096,3.0,1.9932035521223526,41.33989637713223,36.30210305829258,56.25900647797934,101.6938416867455,12.298276876045946,37.563333129882814,28.68199995358785,27.68000030517578,3.165384657518564
1,2020-07-02,ES=F,3129.0,3156.5,3095.5,3101.75,1552517,3.0,22.363435357410708,3234.146621858955,2982.5293791176073,54.93206419840026,58.53869353273691,7.718090077867827,3084.200333658854,2964.279333496094,27.68000030517578,3.165384657518564
1,2020-07-02,NG=F,1.7339999675750732,1.7380000352859497,1.6720000505447388,1.6929999589920044,142222,3.0,-0.025571167987982202,1.8647610819743847,1.4982389056278493,49.774152476886584,-3.353075689553745,6.241305483270573,1.7151999950408936,1.7601666708787282,27.68000030517578,3.165384657518564
1,2020-07-02,YM=F,25759.0,26088.0,25515.0,25549.0,201493,3.0,100.76532975531518,27452.00111173465,24622.02095857785,52.34493901715915,1.194163844641433,2.907446153084564,25818.540690104168,24781.103678385418,27.68000030517578,3.165384657518564
1,2020-07-02,ZS=F,892.5,898.0,890.25,893.75,791,3.0,8.274162408740835,889.8183592892909,855.031640710709,60.21338545140965,172.28286663502578,24.427928975971508,863.875,852.2166666666667,27.68000030517578,3.165384657518564
1,2020-07-02,ZT=F,110.3984375,110.41015625,110.359375,110.38671875,217330,3.0,0.03479464002616339,110.364998612867,110.11234513713299,65.84510133719206,271.3373788320514,44.39711307323566,110.24010416666667,110.22623697916667,27.68000030517578,3.165384657518564
1,2020-07-02,ZW=F,490.0,499.0,486.5,498.25,291,3.0,-6.446109303466528,516.0457940800889,470.9792059199111,44.59723324285114,-46.97797025042389,21.846164803704376,500.01666666666665,514.225,27.68000030517578,3.165384657518564
2,2020-07-06,CL=F,40.630001068115234,41.08000183105469,39.84000015258789,40.380001068115234,373236,0.0,1.9617930621154969,41.50361630339554,36.24638331513473,56.236933256789506,104.85260993110232,14.417983372014815,37.78699989318848,28.94099996884664,27.940000534057617,3.757346403850998
2,2020-07-06,ES=F,3172.0,3174.5,3105.75,3125.25,1459512,0.0,27.268380692025403,3231.6341327206255,2983.566868255937,56.410378909222516,81.95813003447287,10.801719268953637,3092.0336669921876,2971.562666829427,27.940000534057617,3.757346403850998
2,2020-07-06,NG=F,1.8300000429153442,1.8639999628067017,1.7139999866485596,1.7280000448226929,249486,0.0,-0.010757135516935357,1.873838381683591,1.4939616156461208,52.49667411283444,74.3533434200073,10.957773867532701,1.7191999951998393,1.760950005054474,27.940000534057617,3.757346403850998
2,2020-07-06,YM=F,26179.0,26197.0,25657.0,25689.0,255602,0.0,131.17105472365074,27323.725322657643,24660.996747654855,53.958048624981416,22.954949169149355,0.5293185190133716,25878.640690104166,24829.98701171875,27.940000534057617,3.757346403850998
2,2020-07-06,ZS=F,898.5,901.5,897.0,897.5,762,0.0,9.359584560665098,894.7257487823551,853.1992512176448,61.79566645295492,198.86466177749259,28.14640003911254,865.9916666666667,852.95,27.940000534057617,3.757346403850998
2,2020-07-06,ZT=F,110.38671875,110.41015625,110.375,110.41015625,194230,0.0,0.04021103756755906,110.38651639771933,110.11387422728066,65.05005806470984,232.23140495867983,44.39711307323567,110.24440104166666,110.23079427083333,27.940000534057617,3.757346403850998
2,2020-07-06,ZW=F,489.5,489.5,485.75,489.0,76,0.0,-6.008079038615449,512.3416990070895,472.10830099291053,44.47342073323858,-62.33169649928741,22.83673723391689,499.1333333333333,513.2458333333333,27.940000534057617,3.757346403850998
3,2020-07-07,CL=F,40.619998931884766,40.95000076293945,39.900001525878906,40.68000030517578,256596,1.0,1.9140291965462737,41.714907541182676,36.27809210786517,56.22552069270023,101.9251418323944,14.417983372014792,38.032666524251304,29.238666613896687,29.43000030517578,3.0931062469370096
3,2020-07-07,ES=F,3136.5,3184.0,3132.5,3170.0,1333466,1.0,27.968626971942285,3214.6143743160487,2991.4866266605136,54.87313714215228,77.33802295186494,12.452181904537934,3098.1503336588544,2977.5085001627604,29.43000030517578,3.0931062469370096
3,2020-07-07,NG=F,1.8760000467300415,1.9240000247955322,1.8289999961853027,1.8289999961853027,203760,1.0,0.004641404592514942,1.8918190798882832,1.484680918681205,53.73964951811244,128.83718055895557,17.736730672572413,1.7240333318710328,1.7633333384990693,29.43000030517578,3.0931062469370096
3,2020-07-07,YM=F,25770.0,26280.0,25741.0,26167.0,192273,1.0,120.87159645412976,27024.614116991597,24784.407953320904,52.17876208197571,6.539570765462574,1.3267880790668625,25923.507356770835,24865.853678385418,29.43000030517578,3.0931062469370096
3,2020-07-07,ZS=F,895.25,899.25,894.0,894.0,285,1.0,9.84406533997128,897.8225532853888,853.1524467146111,60.44860236441072,175.1548170958682,22.61830748441367,868.0583333333333,853.4791666666666,29.43000030517578,3.0931062469370096
3,2020-07-07,ZT=F,110.38671875,110.40234375,110.37890625,110.3828125,182126,1.0,0.04399640843256236,110.4015768214251,110.12342317857491,65.05005806470984,197.7466504263262,44.397113073235666,110.24856770833334,110.23424479166667,29.43000030517578,3.0931062469370096
3,2020-07-07,ZW=F,492.25,495.0,491.5,492.75,99,1.0,-5.377051577109739,509.22259831747544,473.30240168252453,45.33687044450246,-32.956821276936374,11.735015038879576,498.5833333333333,512.175,29.43000030517578,3.0931062469370096
4,2020-07-08,CL=F,40.900001525878906,41.08000183105469,40.29999923706055,40.47999954223633,286740,2.0,1.8771314552759364,41.94255796766929,36.24644197129555,56.48127930458979,109.62300548297848,15.312283367273919,38.250999959309894,29.546833308537803,28.079999923706055,15.015704584648644
4,2020-07-08,ES=F,3163.5,3166.25,3125.5,3135.25,1527612,2.0,30.35236833686986,3205.7720604164633,2996.128940560099,55.82038526036675,73.4990699970661,10.83681426473717,3103.7836669921876,2984.2460001627605,28.079999923706055,15.015704584648644
